DATAFLOW,MEASURE: Measure,INDUSTRY: Industry,TSEST: Adjustment Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2011-05,766.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2011-06,760.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2011-07,809.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2011-08,818.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2011-09,836.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2011-10,891.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2011-11,886,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2011-12,1019.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-01,899.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-02,827,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-03,879.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-04,884.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-05,861.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-06,844.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-07,905.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-08,900.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-09,868.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-10,904.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-11,911.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2012-12,1030.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-01,901,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-02,793.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-03,858,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-04,843.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-05,823.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-06,793.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-07,857.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-08,922.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-09,898.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-10,972,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-11,1009.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2013-12,1163.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-01,1037.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-02,946.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-03,1043.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-04,1038.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-05,1033.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-06,974.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-07,1055.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-08,1052.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-09,1099.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-10,1097.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-11,1109.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2014-12,1262.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-01,1117.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-02,982.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-03,1106.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-04,1085.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-05,1092.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-06,1076.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-07,1128.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-08,1142.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-09,1173.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-10,1214.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-11,1191.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2015-12,1344.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-01,1203.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-02,1115.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-03,1160,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-04,1182.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-05,1155.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-06,1110.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-07,1207.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-08,1224,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-09,1261.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-10,1271.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-11,1265.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2016-12,1408.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-01,1256.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-02,1137.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-03,1228,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-04,1216.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-05,1231.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-06,1214.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-07,1246.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-08,1255.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-09,1288.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-10,1341.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-11,1327.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2017-12,1461.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-01,1295.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-02,1187.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-03,1298.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-04,1288.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-05,1288.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-06,1265.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-07,1349.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-08,1370.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-09,1354.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-10,1358.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-11,1368.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2018-12,1516.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-01,1371.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-02,1212.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-03,1341.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-04,1335.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-05,1333.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-06,1265.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-07,1358,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-08,1361,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-09,1371.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-10,1411.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-11,1418.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2019-12,1540,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-01,1355.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-02,1234.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-03,1037,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-04,599.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-05,816.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-06,1052.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-07,1232.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-08,1132.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-09,1202.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-10,1283.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-11,1277.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2020-12,1359.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-01,1222.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-02,1147.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-03,1282.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-04,1301.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-05,1318.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-06,1213,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-07,866.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-08,760.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-09,876.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-10,1173.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-11,1323.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2021-12,1422.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-01,1237.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-02,1293.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-03,1471.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-04,1466.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-05,1536.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-06,1507.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-07,1583.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-08,1637.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-09,1706.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-10,1725.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-11,1723.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2022-12,1875.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2023-01,1662.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2023-02,1515.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2023-03,1687.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2023-04,1553.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2023-05,1684.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2023-06,1607.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,"46: Cafes, restaurants and takeaway food services",10: Original,1: New South Wales,M: Monthly,2023-07,1630.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,AUS: Australia,M: Monthly,2010-07,3480.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,AUS: Australia,M: Monthly,2010-08,3497.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,AUS: Australia,M: Monthly,2010-09,3476.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,AUS: Australia,M: Monthly,2010-10,3692.1,AUD: Australian Dollars,6: Millions,,
